Shoulder_Right1,Shoulder_Right2,Shoulder_Right3,Elbow_Right1,Wrist_Right1,Wrist_Right2,Wrist_Right3
-0.167875,0.126909,0.16503,2.17408,0.300268,-0.527487,-0.717716
-0.167803,0.127043,0.165134,2.17401,0.299886,-0.527369,-0.718462
-0.167937,0.126976,0.165036,2.17403,0.299494,-0.527226,-0.719331
-0.167773,0.12706,0.165034,2.17413,0.299242,-0.527132,-0.719922
-0.167599,0.127205,0.165063,2.17393,0.299448,-0.527065,-0.720389
-0.167585,0.127148,0.16502,2.17419,0.298949,-0.526843,-0.720417
-0.16755,0.127221,0.165037,2.17408,0.299183,-0.526862,-0.720842
-0.167526,0.127235,0.165054,2.17401,0.299144,-0.526902,-0.720518
-0.167502,0.127073,0.164987,2.17429,0.298724,-0.526457,-0.721092
-0.167499,0.127273,0.165036,2.1741,0.298846,-0.526591,-0.721014
-0.167569,0.127218,0.165044,2.1741,0.298944,-0.526592,-0.72021
-0.167483,0.127341,0.165063,2.17408,0.299158,-0.526734,-0.720093
-0.167539,0.127279,0.164999,2.17414,0.298765,-0.526468,-0.720942
-0.167341,0.127436,0.164955,2.17433,0.298751,-0.526364,-0.720434
-0.167378,0.127454,0.164996,2.17427,0.298943,-0.526375,-0.720509
-0.167417,0.127439,0.164965,2.17443,0.298534,-0.526291,-0.721773
-0.167294,0.127524,0.164947,2.17461,0.298907,-0.526405,-0.72065
-0.167327,0.127616,0.165011,2.17447,0.298991,-0.526394,-0.720748
-0.167464,0.127584,0.165044,2.17446,0.298971,-0.526411,-0.71994
-0.167232,0.127769,0.165,2.17461,0.299123,-0.526429,-0.720917
-0.167371,0.127721,0.16497,2.17463,0.298814,-0.526168,-0.721273
-0.167204,0.127831,0.165071,2.17484,0.298913,-0.526326,-0.719728
-0.167292,0.127917,0.165037,2.17488,0.298756,-0.526074,-0.721436
-0.167284,0.127918,0.164871,2.17515,0.297962,-0.525819,-0.723938
-0.167231,0.127896,0.165138,2.1751,0.299141,-0.526084,-0.719147
-0.167336,0.128002,0.165083,2.17506,0.299031,-0.526123,-0.720445
-0.167436,0.128006,0.165135,2.17513,0.298739,-0.526031,-0.720293
-0.167375,0.128066,0.165186,2.17513,0.299364,-0.526156,-0.718903
-0.16739,0.128176,0.165167,2.17532,0.298828,-0.525905,-0.719806
-0.167261,0.128304,0.165195,2.17564,0.298451,-0.525764,-0.721069
-0.167353,0.128407,0.165345,2.17538,0.299087,-0.525983,-0.719244
-0.167387,0.128393,0.1653,2.17562,0.298595,-0.525702,-0.72094
-0.167351,0.128437,0.165398,2.17584,0.298796,-0.525612,-0.72004
-0.167338,0.128644,0.165494,2.17574,0.29924,-0.525838,-0.720089
-0.167468,0.128585,0.165614,2.17582,0.299283,-0.525932,-0.718391
-0.167506,0.128734,0.165635,2.1759,0.29907,-0.52571,-0.72055
-0.167553,0.128788,0.165796,2.17586,0.299602,-0.52589,-0.71877
-0.167602,0.128706,0.16583,2.17617,0.299041,-0.525794,-0.718977
-0.167639,0.128997,0.165904,2.17619,0.299145,-0.525714,-0.7199
-0.167662,0.129107,0.166007,2.17624,0.299255,-0.525831,-0.720005
-0.167673,0.129007,0.166096,2.17659,0.299194,-0.525605,-0.719895
-0.167802,0.129098,0.166243,2.17651,0.299248,-0.525577,-0.719845
-0.167886,0.129213,0.16621,2.1768,0.298662,-0.525108,-0.721716
-0.167871,0.129298,0.166433,2.17684,0.299436,-0.525518,-0.719711
-0.167984,0.129301,0.166512,2.17689,0.299095,-0.525033,-0.720645
-0.167909,0.129355,0.166688,2.17715,0.299258,-0.525179,-0.720064
-0.168011,0.129543,0.166833,2.17723,0.299455,-0.525149,-0.720977
-0.16808,0.129632,0.166991,2.1773,0.299533,-0.52518,-0.720554
-0.168069,0.129609,0.167074,2.17771,0.299301,-0.524776,-0.721369
-0.16807,0.129753,0.167155,2.17775,0.299415,-0.524685,-0.721932
-0.168341,0.129782,0.167424,2.17778,0.299522,-0.524769,-0.721439
-0.168309,0.12985,0.167484,2.17798,0.299575,-0.524559,-0.722021
-0.168369,0.129974,0.167695,2.17804,0.299875,-0.52444,-0.722851
-0.168338,0.130024,0.167924,2.17833,0.299551,-0.524158,-0.722664
-0.168428,0.130172,0.168044,2.17849,0.299776,-0.524019,-0.724531
-0.168482,0.130297,0.168333,2.1785,0.299756,-0.523946,-0.723401
-0.16851,0.130347,0.168434,2.17897,0.299557,-0.52369,-0.725474
-0.168533,0.130557,0.168758,2.17887,0.299936,-0.523745,-0.725107
-0.168748,0.130572,0.16894,2.17897,0.299845,-0.523517,-0.725637
-0.168776,0.130639,0.169149,2.17916,0.300021,-0.523275,-0.726511
-0.168807,0.130745,0.169445,2.17932,0.300158,-0.523005,-0.726021
-0.168872,0.130737,0.169757,2.17954,0.30011,-0.523276,-0.725051
-0.168919,0.130955,0.170133,2.17949,0.30087,-0.52326,-0.724009
-0.168978,0.131128,0.170423,2.17958,0.300563,-0.522957,-0.72479
-0.169211,0.131094,0.170819,2.17967,0.30131,-0.523103,-0.723421
-0.169128,0.131339,0.17109,2.17982,0.301213,-0.5228,-0.724053
-0.169341,0.131408,0.171398,2.18002,0.300979,-0.522584,-0.725041
-0.169357,0.131549,0.171872,2.17994,0.30199,-0.522678,-0.723082
-0.169405,0.131693,0.172316,2.17989,0.30286,-0.522681,-0.720578
-0.169563,0.131759,0.172388,2.18035,0.30126,-0.522081,-0.724876
-0.169569,0.131923,0.172776,2.18045,0.301988,-0.521841,-0.725452
-0.169681,0.132092,0.173307,2.1803,0.302333,-0.521613,-0.723724
-0.16973,0.132117,0.173731,2.18049,0.302929,-0.521383,-0.722306
-0.169867,0.132386,0.174171,2.18047,0.302972,-0.521284,-0.723341
-0.170095,0.132408,0.174538,2.18053,0.302893,-0.520996,-0.723523
-0.170112,0.132571,0.174943,2.18058,0.303303,-0.520473,-0.72388
-0.17024,0.132788,0.175434,2.18072,0.303623,-0.52024,-0.724711
-0.170307,0.132788,0.175851,2.18089,0.302711,-0.519852,-0.724789
-0.170324,0.133089,0.176262,2.18098,0.303462,-0.519489,-0.726233
-0.170346,0.133307,0.177066,2.18062,0.304419,-0.519657,-0.720686
-0.170532,0.133307,0.177834,2.1807,0.305469,-0.51966,-0.719852
-0.170677,0.133564,0.17875,2.18017,0.306869,-0.520032,-0.71419
-0.170802,0.133733,0.179166,2.18027,0.306264,-0.519335,-0.715962
-0.17074,0.134093,0.179665,2.18039,0.306468,-0.518658,-0.719054
-0.17086,0.134251,0.180843,2.17973,0.309062,-0.519623,-0.710034
-0.171006,0.134286,0.181146,2.18013,0.307056,-0.518805,-0.71438
-0.170921,0.134613,0.182005,2.17985,0.308833,-0.518777,-0.711548
-0.171165,0.134854,0.182625,2.17967,0.308601,-0.518415,-0.711952
-0.171137,0.134977,0.183613,2.17943,0.310273,-0.51873,-0.706446
-0.171273,0.13528,0.184285,2.17913,0.310575,-0.518233,-0.706738
-0.171591,0.135385,0.184597,2.17943,0.30912,-0.517187,-0.712766
-0.171517,0.135679,0.18577,2.17886,0.311716,-0.517782,-0.706004
-0.171645,0.135947,0.186489,2.17873,0.312139,-0.517161,-0.706494
-0.171745,0.136041,0.187034,2.17894,0.309787,-0.516165,-0.710657
-0.171705,0.136473,0.188089,2.17847,0.312096,-0.516333,-0.706528
-0.171835,0.136796,0.188539,2.17854,0.310624,-0.51523,-0.712374
-0.171825,0.137003,0.18984,2.17823,0.31304,-0.515679,-0.704827
-0.172054,0.137273,0.190642,2.17772,0.313408,-0.515347,-0.704843
-0.172341,0.137414,0.191439,2.17747,0.312822,-0.51473,-0.704952
-0.172221,0.137809,0.192352,2.1773,0.313913,-0.514377,-0.706271
-0.172393,0.138086,0.193203,2.17701,0.314446,-0.513827,-0.706572
-0.17251,0.138258,0.194041,2.17697,0.312448,-0.51329,-0.707511
-0.172533,0.138682,0.194942,2.17663,0.314889,-0.51178,-0.707577
-0.172696,0.138909,0.195964,2.17621,0.314495,-0.511404,-0.706778
-0.1728,0.139034,0.196857,2.1762,0.313125,-0.510749,-0.708117
-0.172861,0.139478,0.197832,2.17574,0.313394,-0.510075,-0.708593
-0.173199,0.139608,0.198759,2.17525,0.31246,-0.509295,-0.708206
-0.173108,0.14003,0.19974,2.17507,0.313207,-0.508638,-0.709099
-0.173171,0.140449,0.200809,2.17463,0.312818,-0.508009,-0.71037
-0.17341,0.140564,0.201777,2.17426,0.312005,-0.506827,-0.710403
-0.173299,0.14102,0.202709,2.1741,0.31198,-0.506012,-0.713179
-0.173403,0.141356,0.203772,2.1736,0.311211,-0.505357,-0.71354
-0.173383,0.141587,0.204756,2.17344,0.310945,-0.504417,-0.714319
-0.173523,0.142073,0.205906,2.17272,0.310873,-0.503854,-0.714704
-0.173675,0.14232,0.207091,2.17218,0.310395,-0.503336,-0.713406
-0.173593,0.142689,0.208017,2.17189,0.30973,-0.501914,-0.716092
-0.173718,0.142977,0.209031,2.17154,0.309242,-0.500687,-0.718573
-0.173643,0.143304,0.210059,2.17126,0.307222,-0.499764,-0.720267
-0.173716,0.143769,0.211259,2.1707,0.307301,-0.498754,-0.720822
-0.173768,0.144118,0.212458,2.17006,0.306597,-0.497749,-0.720657
-0.173575,0.144466,0.213739,2.16964,0.307136,-0.496993,-0.718836
-0.173659,0.144911,0.21488,2.16899,0.306285,-0.495846,-0.719626
-0.173853,0.145209,0.216056,2.16842,0.305394,-0.495061,-0.719357
-0.17374,0.145618,0.217462,2.16773,0.305352,-0.494055,-0.717179
-0.173684,0.146019,0.218669,2.16718,0.304732,-0.492795,-0.717343
-0.17368,0.146296,0.219839,2.16678,0.302904,-0.49177,-0.718538
-0.173636,0.146793,0.221087,2.16596,0.303102,-0.490645,-0.71754
-0.173703,0.147149,0.222472,2.1653,0.301864,-0.489649,-0.71626
-0.173621,0.14745,0.223765,2.16482,0.301132,-0.488264,-0.715553
-0.173677,0.147902,0.225049,2.16399,0.300104,-0.486893,-0.71522
-0.173864,0.148185,0.226299,2.16334,0.298595,-0.485141,-0.715318
-0.173719,0.148667,0.227601,2.16271,0.297781,-0.484191,-0.715479
-0.173772,0.149079,0.228737,2.16201,0.29634,-0.482355,-0.717403
-0.173736,0.149442,0.229894,2.16157,0.294728,-0.4806,-0.719538
